column_name,description
MOD30_1,"How do other people usually classify you in this country?"
MOD30_2,"How often do you think about your race?"
MOD30_3,"Within the past 12 months at work, do you feel you were treated worse than, the same as, or better than people of other races?"
MOD30_4,"Within the past 12 months when seeking health care, do you feel your experiences were worse than, the same as, or better than people of other races?"
MOD30_5,"Within the past 30 days, have you experienced any physical symptoms, for example, a headache, an upset stomach, tensing of your muscles, or a pounding heart, as a result of how you were treated based on your race?"
MOD30_6,"Within the past 30 days, have you experienced any emotional symptoms, for example, feeling emotionally upset, as a result of how you were treated based on your race?"
EOR,End of Data-Submission Record Marker
_URBNRRL,NCHS Urban-Rural Classification
_METSTAT,Metropolitan Status
_URBSTAT,Urban/Rural Status
_MSACODE,FIPS Metropolitan Statistical Area Code
MSCODE,Metropolitan Status Code
_STSTR,Sample Design Stratification Variable (Prior to 2011: _STSTR is a five digit number that combines the values for
_STRWT,Stratum weight (Number of records in a stratum (NRECSTR) divided by the number of records selected (NRECSEL).)
_RAW,Raw weighting factor (Number of adults in the household (NUMADULT) divided by the imputed number of
_WT2,Design weight (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAW).)
_RAWRAKE,"Raw weighting factor used in raking (Number of adults in the household (NUMADULT, maximum of 5) divided by"
_WT2RAKE,Design weight used in raking (Stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWRAKE).)
_REGION,"Geographic region within a state, imputed from CTYCODE, _IMPCTY, or _GEOSTR"
_IMPSEX,"Imputed gender (This value is the reported gender or an imputed gender, if the respondent refused to give their"
_IMPAGE,"Imputed age used in post-stratification (This value is the reported age or an imputed age, if the respondent refused to give an"
_IMPRACE,"Imputed race/ethnicity value (This value is the reported race/ethnicity or an imputed race/ethnicity, if the respondent refused"
_IMPNPH,Imputed number of phones used in weighting
_IMPCTY,Imputed County
_IMPEDUC,"Imputed Education Level (This value is the reported education level or an imputed education level, if the respondent refused"
_IMPMRTL,"Imputed Marital Status (This value is the reported marital status or an imputed marital status, if the respondent refused to"
_IMPHOME,"Imputed Own or Rent Home (This value is the reported tenure (rent or own home) or an imputed tenure, if the respondent"
O_STATE,Original state that collected the cell phone data
_CHISPNC,"Child Hispanic, Latino/a, or Spanish origin calculated variable"
CRACORG1,"RCSRACE1 with 77, 88, 80, 99s removed"
CRACASC1,CRACORG1 with responses in ascending order
_CRACE1,Child multiracial race categorization
_IMPCAGE,Imputed Child Age
_IMPCRAC,Imputed Child Race/Ethnicity
_IMPCSEX,Imputed Child Gender
_RAWCH,Raw child weighting factor (Number of children in the household (CHILDREN) divided by the imputed number of
_WT2CH,Child design weight (Child stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWCH).)
CHILDAGE,Child Age (in months)
CAGEG,Four level child age
_CLCPM01,Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCPM02,Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCPM03,Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCPM04,Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCPM05,Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLLCPWT,Final child weight: Land-line and Cell-Phone data (Raking derived weight)
_CLCM1V1,Version 1 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V1,Version 1 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V1,Version 1 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V1,Version 1 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V1,Version 1 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV1,Version 1 child weight: Land-line and Cell-Phone data
_CLCM1V2,Version 2 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V2,Version 2 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V2,Version 2 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V2,Version 2 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V2,Version 2 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV2,Version 2 child weight: Land-line and Cell-Phone data
_CLCM1V3,Version 3 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V3,Version 3 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V3,Version 3 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V3,Version 3 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V3,Version 3 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV3,Version 3 child weight: Land-line and Cell-Phone data
ORGSEQNO,Original State and Original Sequence Number
_DUALUSE,Dual Phone Use Categories
_DUALCOR,Dual phone use correction factor
_LLCPWT2,Truncated design weight used in adult combined land line and cell phone raking
_LLCPM01,Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LLCPM02,Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LLCPM03,Combined Land-Line and Cell-Phone Third Margin (Education)
_LLCPM04,Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LLCPM05,Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LLCPM06,Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LLCPM07,Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LLCPM08,Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LLCPM09,Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LLCPM10,Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LLCPM11,Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LLCPM12,Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LLCPM13,Combined Land-Line and Cell-Phone Thirteenth Margin (Counties)
_LLCPM14,Combined Land-Line and Cell-Phone Fourteenth Margin (Counties-Race/Ethnicity)
_LLCPM15,Combined Land-Line and Cell-Phone Fifteenth Margin (Counties-Age)
_LLCPM16,Combined Land-Line and Cell-Phone Sixteenth Margin (Counties-Sex)
_LLCPWT,Final weight assigned to each respondent: Land-line and cell-phone data (Raking derived weight)
_LCM01V1,Version 1 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V1,Version 1 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V1,Version 1 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V1,Version 1 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V1,Version 1 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V1,Version 1 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V1,Version 1 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V1,Version 1 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V1,Version 1 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V1,Version 1 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V1,Version 1 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V1,Version 1 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV1,Version 1 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V2,Version 2 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V2,Version 2 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V2,Version 2 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V2,Version 2 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V2,Version 2 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V2,Version 2 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V2,Version 2 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V2,Version 2 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V2,Version 2 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V2,Version 2 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V2,Version 2 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V2,Version 2 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV2,Version 2 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V3,Version 3 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V3,Version 3 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V3,Version 3 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V3,Version 3 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V3,Version 3 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V3,Version 3 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V3,Version 3 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V3,Version 3 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V3,Version 3 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V3,Version 3 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V3,Version 3 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V3,Version 3 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV3,Version 3 weight assigned to each respondent: Land-line and cell-phone data
_RFHLTH,Adults with good or better health
_PHYS14D,"3 level not good physical health status: 0 days, 1-13 days, 14-30 days"
_MENT14D,"3 level not good mental health status: 0 days, 1-13 days, 14-30 days"
_HLTHPL1,Adults who had some form of health insurance
_HCVU653,Respondents aged 18-64 who have any form of health insurance
_TOTINDA,Adults who reported doing physical activity or exercise during the past 30 days other than their regular job
METVL12_,Activity MET Value for First Activity
METVL22_,Activity MET Value for Second Activity
MAXVO21_,Estimated Age-Gender Specific Maximum Oxygen Consumption
FC601_,Estimated Functional Capacity
ACTIN13_,Estimated Activity Intensity for First Activity
ACTIN23_,Estimated Activity Intensity for Second Activity
PADUR1_,Minutes of First Activity
PADUR2_,Minutes of Second Activity
PAFREQ1_,Physical Activity Frequency per Week for First Activity
PAFREQ2_,Physical Activity Frequency per Week for Second Activity
_MINAC12,Minutes of Physical Activity per week for First Activity
_MINAC22,Minutes of Physical Activity per week for Second Activity
STRFREQ_,Strength Activity Frequency per Week
PAMISS3_,Missing Physical Activity Data
PAMIN13_,Minutes of Physical Activity per week for First Activity
PAMIN23_,Minutes of Physical Activity per week for Second Activity
PA3MIN_,Minutes of total Physical Activity per week
PAVIG13_,Minutes of Vigorous Physical Activity per week for First Activity
PAVIG23_,Minutes of Vigorous Physical Activity per week for Second Activity
PA3VIGM_,Minutes of total Vigorous Physical Activity per week
_PACAT3,Physical Activity Categories
_PAINDX3,Physical Activity Index
_PA150R4,Adults that participated in 150 minutes (or vigorous equivalent minutes) of physical activity per week.
_PA300R4,Adults that participated in greater than 300 minutes (or vigorous equivalent minutes) of physical activity per week.
_PA30023,Adults that participated in greater than 300 minutes (or vigorous equivalent minutes) of physical activity per week (2-
_PASTRNG,Muscle Strengthening Recommendation
_PAREC3,Aerobic and Strengthening Guideline
_PASTAE3,Aerobic and Strengthening (2-level)
_RFHYPE6,"Adults who have been told they have high blood pressure by a doctor, nurse, or other health professional"
_CHOLCH3,Cholesterol check within past five years
_RFCHOL3,"Adults who have had their cholesterol checked and have been told by a doctor, nurse, or other health"
_MICHD,Respondents that have ever reported having coronary heart disease (CHD) or myocardial infarction (MI)
_LTASTH1,Adults who have ever been told they have asthma
_CASTHM1,Adults who have been told they currently have asthma
_ASTHMS1,Computed asthma status
_DRDXAR2,Respondents who have had a doctor diagnose them as having some form of arthritis
MRACORG1,"MRACE1 with 77,88,99s removed"
MRACASC1,"MRACORG1 with 77,88,99s removed, in ascending order"
_MRACE1,Calculated multiracial race categorization
_M_RACE,Calculated multiracial race categorization
_HISPANC,"Hispanic, Latino/a, or Spanish origin calculated variable"
_RACE,Race/ethnicity categories
_RACEG21,White non-Hispanic race group
_RACEGR3,Five-level race/ethnicity category
_RACEPRV,Computed race groups used for internet prevalence tables
_SEX,Calculated sex variable
_AGEG5YR,Fourteen-level age category
_AGE65YR,Two-level age category
_AGE80,Imputed Age value collapsed above 80
_AGE_G,Six-level imputed age category
HTIN4,Reported height in inches
HTM4,Reported height in meters
WTKG3,Reported weight in kilograms
_BMI5,Body Mass Index (BMI)
_BMI5CAT,Four-categories of Body Mass Index (BMI)
_RFBMI5,Adults who have a body mass index greater than 25.00 (Overweight or Obese)
_CHLDCNT,Number of children in household
_EDUCAG,Level of education completed
_INCOMG1,Income categories
_SMOKER3,"Four-level smoker status: Everyday smoker, Someday smoker, Former smoker, Non-smoker"
_RFSMOK3,Adults who are current smokers
_CURECI2,Adults who are current e-cigarette users
DRNKANY6,Adults who reported having had at least one drink of alcohol in the past 30 days.
DROCDY4_,Drink-occasions-per-day
_RFBING6,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion)"
_DRNKWK2,Calculated total number of alcoholic beverages consumed per week
_RFDRHV8,Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week)
_FLSHOT7,Adults aged 65+ who have had a flu shot within the past year
_PNEUMO3,Adults aged 65+ who have ever had a pneumonia vaccination
_AIDTST4,Adults who have ever been tested for HIV
_RFSEAT2,Always or Nearly Always Wear Seat Belts Calculated Variable
_RFSEAT3,Always Wear Seat Belts Calculated Variable
_DRNKDRV,Drinking and Driving (Reported having driven at least once when perhaps had too much to drink)
