column_name,description
_REGION,"Geographic region within a state, imputed from CTYCODE, _IMPCTY, or _GEOSTR"
_IMPSEX,"Imputed gender (This value is the reported gender or an imputed gender, if the respondent refused to give their"
_IMPAGE,"Imputed age used in post-stratification (This value is the reported age or an imputed age, if the respondent refused to give an"
_IMPRACE,"Imputed race/ethnicity value (This value is the reported race/ethnicity or an imputed race/ethnicity, if the respondent refused"
_IMPNPH,Imputed number of phones used in weighting
_IMPCTY,Imputed County
_IMPEDUC,"Imputed Education Level (This value is the reported education level or an imputed education level, if the respondent refused"
_IMPMRTL,"Imputed Marital Status (This value is the reported marital status or an imputed marital status, if the respondent refused to"
_IMPHOME,"Imputed Own or Rent Home (This value is the reported tenure (rent or own home) or an imputed tenure, if the respondent"
O_STATE,Original state that collected the cell phone data
_CHISPNC,"Child Hispanic, Latino/a, or Spanish origin calculated variable"
CRACORG2,"RCSRACE2 with 77, 88, 80, 99s removed"
CRACASC2,CRACORG2 with responses in ascending order
_CRACE2,Child multiracial race categorization
_CPRACE2,Preferred Child Race Categories
_IMPCAGE,Imputed Child Age
_IMPCRAC,Imputed Child Race/Ethnicity
_IMPCSEX,Imputed Child Gender
_RAWCH,Raw child weighting factor (Number of children in the household (CHILDREN) divided by the imputed number of
_WT2CH,Child design weight (Child stratum weight (_STRWT) multiplied by the raw weighting factor (_RAWCH).)
CHILDAGE,Child Age (in months)
CAGEG,Four level child age
_CLCPM01,Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCPM02,Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCPM03,Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCPM04,Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCPM05,Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLLCPWT,Final child weight: Land-line and Cell-Phone data (Raking derived weight)
_CLCM1V1,Version 1 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V1,Version 1 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V1,Version 1 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V1,Version 1 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V1,Version 1 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV1,Version 1 child weight: Land-line and Cell-Phone data
_CLCM1V2,Version 2 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V2,Version 2 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V2,Version 2 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V2,Version 2 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V2,Version 2 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV2,Version 2 child weight: Land-line and Cell-Phone data
_CLCM1V3,Version 3 Child Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_CLCM2V3,Version 3 Child Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_CLCM3V3,Version 3 Child Combined Land-Line and Cell-Phone Third Margin (Gender-Race/Ethnicity)
_CLCM4V3,Version 3 Child Combined Land-Line and Cell-Phone Fourth Margin (Age-Race/Ethnicity)
_CLCM5V3,Version 3 Child Combined Land-Line and Cell-Phone Fifth Margin (Telephone Source)
_CLCWTV3,Version 3 child weight: Land-line and Cell-Phone data
ORGSEQNO,Original State and Original Sequence Number
_DUALUSE,Dual Phone Use Categories
_DUALCOR,Dual phone use correction factor
_LLCPWT2,Truncated design weight used in adult combined land line and cell phone raking
_LLCPM01,Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LLCPM02,Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LLCPM03,Combined Land-Line and Cell-Phone Third Margin (Education)
_LLCPM04,Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LLCPM05,Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LLCPM06,Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LLCPM07,Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LLCPM08,Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LLCPM09,Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LLCPM10,Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LLCPM11,Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LLCPM12,Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LLCPM13,Combined Land-Line and Cell-Phone Thirteenth Margin (Counties)
_LLCPM14,Combined Land-Line and Cell-Phone Fourteenth Margin (Counties-Race/Ethnicity)
_LLCPM15,Combined Land-Line and Cell-Phone Fifteenth Margin (Counties-Age)
_LLCPM16,Combined Land-Line and Cell-Phone Sixteenth Margin (Counties-Sex)
_LLCPWT,Final weight assigned to each respondent: Land-line and cell-phone data (Raking derived weight)
_LCM01V1,Version 1 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V1,Version 1 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V1,Version 1 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V1,Version 1 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V1,Version 1 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V1,Version 1 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V1,Version 1 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V1,Version 1 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V1,Version 1 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V1,Version 1 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V1,Version 1 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V1,Version 1 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV1,Version 1 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V2,Version 2 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V2,Version 2 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V2,Version 2 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V2,Version 2 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V2,Version 2 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V2,Version 2 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V2,Version 2 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V2,Version 2 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V2,Version 2 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V2,Version 2 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V2,Version 2 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V2,Version 2 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV2,Version 2 weight assigned to each respondent: Land-line and cell-phone data
_LCM01V3,Version 3 Combined Land-Line and Cell-Phone First Margin (Age-Gender)
_LCM02V3,Version 3 Combined Land-Line and Cell-Phone Second Margin (Race/Ethnicity)
_LCM03V3,Version 3 Combined Land-Line and Cell-Phone Third Margin (Education)
_LCM04V3,Version 3 Combined Land-Line and Cell-Phone Fourth Margin (Marital Status)
_LCM05V3,Version 3 Combined Land-Line and Cell-Phone Fifth Margin (Home Ownership)
_LCM06V3,Version 3 Combined Land-Line and Cell-Phone Sixth Margin (Gender-Race/Ethnicity)
_LCM07V3,Version 3 Combined Land-Line and Cell-Phone Seventh Margin (Age-Race/Ethnicity)
_LCM08V3,Version 3 Combined Land-Line and Cell-Phone Eighth Margin (Telephone Source)
_LCM09V3,Version 3 Combined Land-Line and Cell-Phone Ninth Margin (Regions)
_LCM10V3,Version 3 Combined Land-Line and Cell-Phone Tenth Margin (Regions-Age)
_LCM11V3,Version 3 Combined Land-Line and Cell-Phone Eleventh Margin (Regions-Gender)
_LCM12V3,Version 3 Combined Land-Line and Cell-Phone Twelfth Margin (Regions-Race/Ethnicity)
_LCPWTV3,Version 3 weight assigned to each respondent: Land-line and cell-phone data
_RFHLTH,Adults with good or better health
_PHYS14D,"3 level not good physical health status: 0 days, 1-13 days, 14-30 days"
_MENT14D,"3 level not good mental health status: 0 days, 1-13 days, 14-30 days"
_HLTHPLN,Adults who had some form of health insurance
_HCVU652,Respondents aged 18-64 who have any form of health insurance
_TOTINDA,Adults who reported doing physical activity or exercise during the past 30 days other than their regular job
_EXTETH3,Adults aged 18+ who have had permanent teeth extracted
_ALTETH3,Adults aged 65+ who have had all their natural teeth extracted
_DENVST3,"Adults who have visited a dentist, dental hygenist or dental clinic within the past year"
_MICHD,Respondents that have ever reported having coronary heart disease (CHD) or myocardial infarction (MI)
_LTASTH1,Adults who have ever been told they have asthma
_CASTHM1,Adults who have been told they currently have asthma
_ASTHMS1,Computed asthma status
_DRDXAR2,Respondents who have had a doctor diagnose them as having some form of arthritis
MRACORG2,"MRACE2 with 77,88,99s removed"
MRACASC2,"MRACORG2 with 77,88,99s removed, in ascending order"
_PRACE2,Preferred race category
_MRACE2,Calculated multiracial race categorization
_M_RACE1,Calculated multiracial race categorization
_HISPANC,"Hispanic, Latino/a, or Spanish origin calculated variable"
_RACE1,Race/ethnicity categories
_RACEG22,White non-Hispanic race group
_RACEGR4,Five-level race/ethnicity category
_RACEPR1,Computed race groups used for internet prevalence tables
_SEX,Calculated sex variable
_AGEG5YR,Fourteen-level age category
_AGE65YR,Two-level age category
_AGE80,Imputed Age value collapsed above 80
_AGE_G,Six-level imputed age category
HTIN4,Reported height in inches
HTM4,Reported height in meters
WTKG3,Reported weight in kilograms
_BMI5,Body Mass Index (BMI)
_BMI5CAT,Four-categories of Body Mass Index (BMI)
_RFBMI5,Adults who have a body mass index greater than 25.00 (Overweight or Obese)
_CHLDCNT,Number of children in household
_EDUCAG,Level of education completed
_INCOMG1,Income categories
_RFMAM22,Women respondents aged 40+ who have had a mammogram in the past two years
_MAM5023,Women respondents aged 50-74 who have had a mammogram in the past two years
_HADCOLN,Had colonoscopy calculated variable
_CLNSCP1,Respondents aged 45-75 who have had a colonoscopy within the past ten years
_HADSIGM,Had sigmoidoscopy calculated variable
_SGMSCP1,Respondents aged 45-75 who have had a sigmoidoscopy within the past five years
_SGMS101,Respondents aged 45-75 who have had a sigmoidoscopy within the past ten years
_RFBLDS5,Respondents aged 45-75 who have had a stool test within the past year
_STOLDN1,Respondents aged 45-75 who have had a stool DNA test within the past three years
_VIRCOL1,Respondents aged 45-75 who have had a virtual colonoscopy within the past five years
_SBONTI1,Respondents aged 45-75 who have had a sigmoidoscopy within the past ten years and a blood stool test in the past year
_CRCREC2,Respondents aged 45-75 who have fully met the USPSTF recommendations
_SMOKER3,"Four-level smoker status: Everyday smoker, Someday smoker, Former smoker, Non-smoker"
_RFSMOK3,Adults who are current smokers
_CURECI2,Adults who are current e-cigarette users
_YRSSMOK,Number of years respondent smoked cigarettes
_PACKDAY,Number of packs of cigarettes smoked per day
_PACKYRS,Number of years smoked reported number of packs per day
_YRSQUIT,Number of years since quit smoking cigarettes
_SMOKGRP,Smoking Group
_LCSREC,Lung cancer screening recommendation status
DRNKANY6,Adults who reported having had at least one drink of alcohol in the past 30 days.
DROCDY4_,Drink-occasions-per-day
_RFBING6,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion)"
_DRNKWK2,Calculated total number of alcoholic beverages consumed per week
_RFDRHV8,Heavy drinkers (adult men having more than 14 drinks per week and adult women having more than 7 drinks per week)
_FLSHOT7,Adults aged 65+ who have had a flu shot within the past year
_PNEUMO3,Adults aged 65+ who have ever had a pneumonia vaccination
_AIDTST4,Adults who have ever been tested for HIV
